region,area,suburb,postcode,route,classification,expected minutes,actual visible minutes,html exists,mismatch,both 60 and 90 confusingly present,guarantee wording,office/depot wording,needs owner review
Northern Beaches,Northern Beaches,Ku-Ring-Gai Chase,2084,/service-areas/northern-beaches/northern-beaches/ku-ring-gai-chase,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Lovett Bay,2105,/service-areas/northern-beaches/northern-beaches/lovett-bay,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Manly,2095,/service-areas/northern-beaches/northern-beaches/manly,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Manly Vale,2093,/service-areas/northern-beaches/northern-beaches/manly-vale,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Mona Vale,2103,/service-areas/northern-beaches/northern-beaches/mona-vale,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Morning Bay,2105,/service-areas/northern-beaches/northern-beaches/morning-bay,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Narrabeen,2101,/service-areas/northern-beaches/northern-beaches/narrabeen,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Narraweena,2099,/service-areas/northern-beaches/northern-beaches/narraweena,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Newport,2106,/service-areas/northern-beaches/northern-beaches/newport,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,North Balgowlah,2093,/service-areas/northern-beaches/northern-beaches/north-balgowlah,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,North Curl Curl,2099,/service-areas/northern-beaches/northern-beaches/north-curl-curl,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,North Manly,2100,/service-areas/northern-beaches/northern-beaches/north-manly,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,North Narrabeen,2101,/service-areas/northern-beaches/northern-beaches/north-narrabeen,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Oxford Falls,2100,/service-areas/northern-beaches/northern-beaches/oxford-falls,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Palm Beach,2108,/service-areas/northern-beaches/northern-beaches/palm-beach,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Queenscliff,2096,/service-areas/northern-beaches/northern-beaches/queenscliff,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Scotland Island,2105,/service-areas/northern-beaches/northern-beaches/scotland-island,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Seaforth,2092,/service-areas/northern-beaches/northern-beaches/seaforth,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Terrey Hills,2084,/service-areas/northern-beaches/northern-beaches/terrey-hills,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Warriewood,2102,/service-areas/northern-beaches/northern-beaches/warriewood,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Whale Beach,2107,/service-areas/northern-beaches/northern-beaches/whale-beach,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Wheeler Heights,2097,/service-areas/northern-beaches/northern-beaches/wheeler-heights,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Berambing,2758,/service-areas/blue-mountains/blue-mountains/berambing,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Blaxland,2774,/service-areas/blue-mountains/blue-mountains/blaxland,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Bullaburra,2784,/service-areas/blue-mountains/blue-mountains/bullaburra,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Faulconbridge,2776,/service-areas/blue-mountains/blue-mountains/faulconbridge,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Glenbrook,2773,/service-areas/blue-mountains/blue-mountains/glenbrook,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Hawkesbury Heights,2777,/service-areas/blue-mountains/blue-mountains/hawkesbury-heights,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Hazelbrook,2779,/service-areas/blue-mountains/blue-mountains/hazelbrook,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Katoomba,2780,/service-areas/blue-mountains/blue-mountains/katoomba,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Lapstone,2773,/service-areas/blue-mountains/blue-mountains/lapstone,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Lawson,2783,/service-areas/blue-mountains/blue-mountains/lawson,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Leura,2780,/service-areas/blue-mountains/blue-mountains/leura,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Linden,2778,/service-areas/blue-mountains/blue-mountains/linden,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Mount Riverview,2774,/service-areas/blue-mountains/blue-mountains/mount-riverview,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Springwood,2777,/service-areas/blue-mountains/blue-mountains/springwood,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Sun Valley,2777,/service-areas/blue-mountains/blue-mountains/sun-valley,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Valley Heights,2777,/service-areas/blue-mountains/blue-mountains/valley-heights,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Warrimoo,2774,/service-areas/blue-mountains/blue-mountains/warrimoo,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Wentworth Falls,2782,/service-areas/blue-mountains/blue-mountains/wentworth-falls,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Winmalee,2777,/service-areas/blue-mountains/blue-mountains/winmalee,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Woodford,2778,/service-areas/blue-mountains/blue-mountains/woodford,greater,90,90,yes,no,no,no,no,no
Blue Mountains,Blue Mountains,Yellow Rock,2777,/service-areas/blue-mountains/blue-mountains/yellow-rock,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Minnamurra & Kiama Downs,Bombo,2533,/service-areas/wollongong-and-illawarra/minnamurra-and-kiama-downs/bombo,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Minnamurra & Kiama Downs,Croom,2527,/service-areas/wollongong-and-illawarra/minnamurra-and-kiama-downs/croom,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Minnamurra & Kiama Downs,Kiama Downs,2533,/service-areas/wollongong-and-illawarra/minnamurra-and-kiama-downs/kiama-downs,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Minnamurra & Kiama Downs,Minnamurra,2533,/service-areas/wollongong-and-illawarra/minnamurra-and-kiama-downs/minnamurra,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Albion Park,2527,/service-areas/wollongong-and-illawarra/shellharbour/albion-park,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Albion Park Rail,2527,/service-areas/wollongong-and-illawarra/shellharbour/albion-park-rail,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Barrack Heights,2528,/service-areas/wollongong-and-illawarra/shellharbour/barrack-heights,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Barrack Point,2528,/service-areas/wollongong-and-illawarra/shellharbour/barrack-point,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Blackbutt,2529,/service-areas/wollongong-and-illawarra/shellharbour/blackbutt,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Calderwood,2527,/service-areas/wollongong-and-illawarra/shellharbour/calderwood,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Dunmore,2529,/service-areas/wollongong-and-illawarra/shellharbour/dunmore,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Flinders,2529,/service-areas/wollongong-and-illawarra/shellharbour/flinders,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Lake Illawarra,2528,/service-areas/wollongong-and-illawarra/shellharbour/lake-illawarra,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Mount Warrigal,2528,/service-areas/wollongong-and-illawarra/shellharbour/mount-warrigal,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,North Macquarie,2527,/service-areas/wollongong-and-illawarra/shellharbour/north-macquarie,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Oak Flats,2529,/service-areas/wollongong-and-illawarra/shellharbour/oak-flats,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Shell Cove,2529,/service-areas/wollongong-and-illawarra/shellharbour/shell-cove,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Shellharbour,2529,/service-areas/wollongong-and-illawarra/shellharbour/shellharbour,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Shellharbour City Centre,2529,/service-areas/wollongong-and-illawarra/shellharbour/shellharbour-city-centre,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Tullimbar,2527,/service-areas/wollongong-and-illawarra/shellharbour/tullimbar,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Shellharbour,Warilla,2528,/service-areas/wollongong-and-illawarra/shellharbour/warilla,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Austinmer,2515,/service-areas/wollongong-and-illawarra/wollongong/austinmer,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Avondale,2530,/service-areas/wollongong-and-illawarra/wollongong/avondale,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Balgownie,2519,/service-areas/wollongong-and-illawarra/wollongong/balgownie,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Bellambi,2518,/service-areas/wollongong-and-illawarra/wollongong/bellambi,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Berkeley,2506,/service-areas/wollongong-and-illawarra/wollongong/berkeley,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Brownsville,2530,/service-areas/wollongong-and-illawarra/wollongong/brownsville,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Bulli,2516,/service-areas/wollongong-and-illawarra/wollongong/bulli,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Cleveland,2530,/service-areas/wollongong-and-illawarra/wollongong/cleveland,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Clifton,2515,/service-areas/wollongong-and-illawarra/wollongong/clifton,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Coalcliff,2508,/service-areas/wollongong-and-illawarra/wollongong/coalcliff,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Coledale,2515,/service-areas/wollongong-and-illawarra/wollongong/coledale,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Coniston,2500,/service-areas/wollongong-and-illawarra/wollongong/coniston,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Cordeaux Heights,2526,/service-areas/wollongong-and-illawarra/wollongong/cordeaux-heights,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Corrimal,2518,/service-areas/wollongong-and-illawarra/wollongong/corrimal,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Cringila,2502,/service-areas/wollongong-and-illawarra/wollongong/cringila,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Dapto,2530,/service-areas/wollongong-and-illawarra/wollongong/dapto,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Darkes Forest,2508,/service-areas/wollongong-and-illawarra/wollongong/darkes-forest,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Dombarton,2530,/service-areas/wollongong-and-illawarra/wollongong/dombarton,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,East Corrimal,2518,/service-areas/wollongong-and-illawarra/wollongong/east-corrimal,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Fairy Meadow,2519,/service-areas/wollongong-and-illawarra/wollongong/fairy-meadow,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Farmborough Heights,2526,/service-areas/wollongong-and-illawarra/wollongong/farmborough-heights,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Fernhill,2519,/service-areas/wollongong-and-illawarra/wollongong/fernhill,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Figtree,2525,/service-areas/wollongong-and-illawarra/wollongong/figtree,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Gwynneville,2500,/service-areas/wollongong-and-illawarra/wollongong/gwynneville,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Haywards Bay,2530,/service-areas/wollongong-and-illawarra/wollongong/haywards-bay,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Helensburgh,2508,/service-areas/wollongong-and-illawarra/wollongong/helensburgh,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Horsley,2530,/service-areas/wollongong-and-illawarra/wollongong/horsley,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Huntley,2530,/service-areas/wollongong-and-illawarra/wollongong/huntley,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Kanahooka,2530,/service-areas/wollongong-and-illawarra/wollongong/kanahooka,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Keiraville,2500,/service-areas/wollongong-and-illawarra/wollongong/keiraville,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Kembla Grange,2526,/service-areas/wollongong-and-illawarra/wollongong/kembla-grange,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Kembla Heights,2526,/service-areas/wollongong-and-illawarra/wollongong/kembla-heights,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Koonawarra,2530,/service-areas/wollongong-and-illawarra/wollongong/koonawarra,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Lake Heights,2502,/service-areas/wollongong-and-illawarra/wollongong/lake-heights,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Lilyvale,2508,/service-areas/wollongong-and-illawarra/wollongong/lilyvale,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Maddens Plains,2508,/service-areas/wollongong-and-illawarra/wollongong/maddens-plains,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Mangerton,2500,/service-areas/wollongong-and-illawarra/wollongong/mangerton,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Marshall Mount,2530,/service-areas/wollongong-and-illawarra/wollongong/marshall-mount,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Mount Keira,2500,/service-areas/wollongong-and-illawarra/wollongong/mount-keira,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Mount Kembla,2526,/service-areas/wollongong-and-illawarra/wollongong/mount-kembla,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Mount Ousley,2519,/service-areas/wollongong-and-illawarra/wollongong/mount-ousley,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Mount Pleasant,2519,/service-areas/wollongong-and-illawarra/wollongong/mount-pleasant,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Mount Saint Thomas,2500,/service-areas/wollongong-and-illawarra/wollongong/mount-saint-thomas,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,North Wollongong,2500,/service-areas/wollongong-and-illawarra/wollongong/north-wollongong,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Otford,2508,/service-areas/wollongong-and-illawarra/wollongong/otford,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Port Kembla,2505,/service-areas/wollongong-and-illawarra/wollongong/port-kembla,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Primbee,2502,/service-areas/wollongong-and-illawarra/wollongong/primbee,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Russell Vale,2517,/service-areas/wollongong-and-illawarra/wollongong/russell-vale,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Scarborough,2515,/service-areas/wollongong-and-illawarra/wollongong/scarborough,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Stanwell Park,2508,/service-areas/wollongong-and-illawarra/wollongong/stanwell-park,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Stanwell Tops,2508,/service-areas/wollongong-and-illawarra/wollongong/stanwell-tops,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Tarrawanna,2518,/service-areas/wollongong-and-illawarra/wollongong/tarrawanna,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Thirroul,2515,/service-areas/wollongong-and-illawarra/wollongong/thirroul,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Towradgi,2518,/service-areas/wollongong-and-illawarra/wollongong/towradgi,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Unanderra,2526,/service-areas/wollongong-and-illawarra/wollongong/unanderra,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Warrawong,2502,/service-areas/wollongong-and-illawarra/wollongong/warrawong,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,West Wollongong,2500,/service-areas/wollongong-and-illawarra/wollongong/west-wollongong,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Windang,2528,/service-areas/wollongong-and-illawarra/wollongong/windang,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Wollongong,2500,/service-areas/wollongong-and-illawarra/wollongong/wollongong,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Wombarra,2515,/service-areas/wollongong-and-illawarra/wollongong/wombarra,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Wongawilli,2530,/service-areas/wollongong-and-illawarra/wollongong/wongawilli,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Woonona,2517,/service-areas/wollongong-and-illawarra/wollongong/woonona,greater,90,90,yes,no,no,no,no,no
Wollongong & Illawarra,Wollongong,Yallah,2530,/service-areas/wollongong-and-illawarra/wollongong/yallah,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Alpine,2575,/service-areas/southern-highlands/wingecarribee/alpine,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Avoca,2577,/service-areas/southern-highlands/wingecarribee/avoca,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Aylmerton,2575,/service-areas/southern-highlands/wingecarribee/aylmerton,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Balaclava,2575,/service-areas/southern-highlands/wingecarribee/balaclava,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Balmoral,2571,/service-areas/southern-highlands/wingecarribee/balmoral,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Bargo,2574,/service-areas/southern-highlands/wingecarribee/bargo,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Berrima,2577,/service-areas/southern-highlands/wingecarribee/berrima,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Bowral,2576,/service-areas/southern-highlands/wingecarribee/bowral,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Braemar,2575,/service-areas/southern-highlands/wingecarribee/braemar,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Burradoo,2576,/service-areas/southern-highlands/wingecarribee/burradoo,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Burrawang,2577,/service-areas/southern-highlands/wingecarribee/burrawang,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Buxton,2571,/service-areas/southern-highlands/wingecarribee/buxton,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Colo Vale,2575,/service-areas/southern-highlands/wingecarribee/colo-vale,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,East Kangaloon,2576,/service-areas/southern-highlands/wingecarribee/east-kangaloon,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Exeter,2579,/service-areas/southern-highlands/wingecarribee/exeter,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Glenquarry,2576,/service-areas/southern-highlands/wingecarribee/glenquarry,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Hill Top,2575,/service-areas/southern-highlands/wingecarribee/hill-top,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Kangaloon,2576,/service-areas/southern-highlands/wingecarribee/kangaloon,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Medway,2577,/service-areas/southern-highlands/wingecarribee/medway,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Mittagong,2575,/service-areas/southern-highlands/wingecarribee/mittagong,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Moss Vale,2577,/service-areas/southern-highlands/wingecarribee/moss-vale,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,New Berrima,2577,/service-areas/southern-highlands/wingecarribee/new-berrima,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Renwick,2575,/service-areas/southern-highlands/wingecarribee/renwick,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Sutton Forest,2577,/service-areas/southern-highlands/wingecarribee/sutton-forest,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Welby,2575,/service-areas/southern-highlands/wingecarribee/welby,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Willow Vale,2575,/service-areas/southern-highlands/wingecarribee/willow-vale,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Woodlands,2575,/service-areas/southern-highlands/wingecarribee/woodlands,greater,90,90,yes,no,no,no,no,no
Southern Highlands,Wingecarribee,Yerrinbool,2575,/service-areas/southern-highlands/wingecarribee/yerrinbool,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Alison,2259,/service-areas/central-coast-south/central-coast/alison,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Bar Point,2083,/service-areas/central-coast-south/central-coast/bar-point,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Blackwall,2256,/service-areas/central-coast-south/central-coast/blackwall,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Calga,2250,/service-areas/central-coast-south/central-coast/calga,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Central Mangrove,2250,/service-areas/central-coast-south/central-coast/central-mangrove,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Cheero Point,2083,/service-areas/central-coast-south/central-coast/cheero-point,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Cogra Bay,2083,/service-areas/central-coast-south/central-coast/cogra-bay,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,East Gosford,2250,/service-areas/central-coast-south/central-coast/east-gosford,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Erina,2250,/service-areas/central-coast-south/central-coast/erina,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Gosford,2250,/service-areas/central-coast-south/central-coast/gosford,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Green Point,2251,/service-areas/central-coast-south/central-coast/green-point,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Horsfield Bay,2256,/service-areas/central-coast-south/central-coast/horsfield-bay,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Kangy Angy,2258,/service-areas/central-coast-south/central-coast/kangy-angy,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Kariong,2250,/service-areas/central-coast-south/central-coast/kariong,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Koolewong,2256,/service-areas/central-coast-south/central-coast/koolewong,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Mardi,2259,/service-areas/central-coast-south/central-coast/mardi,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Marlow,2775,/service-areas/central-coast-south/central-coast/marlow,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Mooney Mooney,2083,/service-areas/central-coast-south/central-coast/mooney-mooney,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Mooney Mooney Creek,2250,/service-areas/central-coast-south/central-coast/mooney-mooney-creek,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Mount White,2250,/service-areas/central-coast-south/central-coast/mount-white,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Narara,2250,/service-areas/central-coast-south/central-coast/narara,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Niagara Park,2250,/service-areas/central-coast-south/central-coast/niagara-park,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,North Gosford,2250,/service-areas/central-coast-south/central-coast/north-gosford,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Palmdale,2258,/service-areas/central-coast-south/central-coast/palmdale,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Peats Ridge,2250,/service-areas/central-coast-south/central-coast/peats-ridge,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Phegans Bay,2256,/service-areas/central-coast-south/central-coast/phegans-bay,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Point Clare,2250,/service-areas/central-coast-south/central-coast/point-clare,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Point Frederick,2250,/service-areas/central-coast-south/central-coast/point-frederick,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Somersby,2250,/service-areas/central-coast-south/central-coast/somersby,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Springfield,2250,/service-areas/central-coast-south/central-coast/springfield,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Tascott,2250,/service-areas/central-coast-south/central-coast/tascott,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Tuggerah,2259,/service-areas/central-coast-south/central-coast/tuggerah,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Wendoree Park,2250,/service-areas/central-coast-south/central-coast/wendoree-park,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,West Gosford,2250,/service-areas/central-coast-south/central-coast/west-gosford,greater,90,90,yes,no,no,no,no,no
Central Coast South,Central Coast,Woy Woy,2256,/service-areas/central-coast-south/central-coast/woy-woy,greater,90,90,yes,no,no,no,no,no
