region,area,suburb,postcode,route,html file exists yes/no,title,meta description,h1,visible word count,phone CTA present yes/no,quote CTA present yes/no,emergency wording present yes/no,emergency electrician wording present yes/no,Level 2 wording present yes/no,Level 2 electrician wording present yes/no,general electrical wording present yes/no,switchboard wording present yes/no,response-time wording present yes/no,correct response-time wording yes/no,core or greater region classification,expected response time wording,actual response time wording,ASP wording present yes/no,Sydney and surrounding regions wording present yes/no,internal links count,FAQ count,stale strings found,risky claims found,spelling/grammar warnings,repeated phrase warnings,awkward wording warnings,notes
Canterbury-Bankstown & Inner South West,Canterbury-Bankstown,Bankstown,2200,/service-areas/canterbury-bankstown-and-inner-south-west/canterbury-bankstown/bankstown/,yes,Electrician Bankstown 2200 | Emergency & Level 2,"Need electrical help in Bankstown 2200? Evaready Electrical helps with urgent electrical faults, switchboard upgrades, lighting, power, data cabling.",Electrician Bankstown 2200,2538,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for business outages, partial power loss, hot outlets, circuit tripping, damaged equipment circuits and storm or water-affected electrical areas in Bankstown, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Canterbury-Bankstown & Inner South West,Canterbury-Bankstown,Yagoona,2199,/service-areas/canterbury-bankstown-and-inner-south-west/canterbury-bankstown/yagoona/,yes,Electrician Yagoona 2199 | Emergency & Level 2,"Need electrical help in Yagoona 2199? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Yagoona 2199,2554,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Yagoona, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region.",yes,yes,47,5,,,,,,
St George & Bayside,Bayside & Airport,Banksmeadow,2019,/service-areas/st-george-and-bayside/bayside-and-airport/banksmeadow/,yes,Electrician Banksmeadow 2019 | Emergency & Level 2,"Evaready helps Banksmeadow with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Banksmeadow 2019,2566,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Banksmeadow, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for business outages, warehouse power loss, hot outlets, circuit tripping, damaged workshop circuits and storm or water-affected electrical areas in Banksmeadow, with 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Bayside & Airport,Botany,2019,/service-areas/st-george-and-bayside/bayside-and-airport/botany/,yes,Electrician Botany 2019 | Emergency & Level 2,"Need electrical help in Botany 2019? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Botany 2019,2560,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Botany, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region.",yes,yes,47,5,,,,,,
St George & Bayside,Bayside & Airport,Daceyville,2032,/service-areas/st-george-and-bayside/bayside-and-airport/daceyville/,yes,Electrician Daceyville 2032 | Emergency & Level 2,"Evaready helps Daceyville with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Daceyville 2032,2551,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for home power loss, unit circuit tripping, burning smells, hot outlets, unsafe older boards and water-affected electrical equipment in Daceyville, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Bayside & Airport,Eastgardens,2036,/service-areas/st-george-and-bayside/bayside-and-airport/eastgardens/,yes,Electrician Eastgardens 2036 | Emergency & Level 2,"Evaready helps Eastgardens with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Eastgardens 2036,2610,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for apartment power loss, retail tenancy outages, shared circuit tripping, hot outlets, burning smells and unsafe common-area electrical faults in Eastgardens, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Bayside & Airport,Eastlakes,2018,/service-areas/st-george-and-bayside/bayside-and-airport/eastlakes/,yes,Electrician Eastlakes 2018 | Emergency & Level 2,"Evaready helps Eastlakes with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Eastlakes 2018,2596,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for apartment power loss, older-board faults, shared circuit tripping, hot water electrical faults, burning smells and hot outlets in Eastlakes, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Bayside & Airport,Hillsdale,2036,/service-areas/st-george-and-bayside/bayside-and-airport/hillsdale/,yes,Electrician Hillsdale 2036 | Emergency & Level 2,"Evaready helps Hillsdale with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Hillsdale 2036,2562,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Hillsdale, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region.",yes,yes,47,5,,,,,,
St George & Bayside,Bayside & Airport,Mascot,2020,/service-areas/st-george-and-bayside/bayside-and-airport/mascot/,yes,Electrician Mascot 2020 | Emergency & Level 2,"Evaready Electrical helps with urgent electrical faults, commercial maintenance, lighting, power, data, CCTV and switchboards.",Electrician Mascot 2020,2658,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for commercial outages, apartment power loss, hotel or shop circuit faults, hot outlets, business-critical tripping and unsafe service equipment in Mascot, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Bayside & Airport,Pagewood,2035,/service-areas/st-george-and-bayside/bayside-and-airport/pagewood/,yes,Electrician Pagewood 2035 | Emergency & Level 2,"Evaready helps Pagewood with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Pagewood 2035,2573,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for home or apartment power loss, retail outages, warehouse circuit faults, burning smells, hot outlets, tripping safety switches and water-affected electrical equipment in Pagewood, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Bayside & Airport,Rosebery,2018,/service-areas/st-george-and-bayside/bayside-and-airport/rosebery/,yes,Electrician Rosebery 2018 | Emergency & Level 2,"Need electrical help in Rosebery 2018? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Rosebery 2018,2551,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Rosebery, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region.",yes,yes,47,5,,,,,,
St George & Bayside,Georges River,Allawah,2218,/service-areas/st-george-and-bayside/georges-river/allawah/,yes,Electrician Allawah 2218 | Emergency & Level 2,"Need electrical help in Allawah 2218? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Allawah 2218,2576,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for apartment power loss, safety-switch tripping, hot water electrical faults, burning smells, hot outlets and unsafe shared electrical areas in Allawah, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Georges River,Beverley Park,2217,/service-areas/st-george-and-bayside/georges-river/beverley-park/,yes,Electrician Beverley Park 2217 | Emergency & Level 2,"Evaready helps Beverley Park with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Beverley Park 2217,2642,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Beverley Park, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for home power loss, storm-affected outdoor circuits, hot outlets, burning smells, safety-switch tripping and unsafe service equipment in Beverley Park, with 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Georges River,Blakehurst,2221,/service-areas/st-george-and-bayside/georges-river/blakehurst/,yes,Electrician Blakehurst 2221 | Emergency & Level 2,"Need electrical help in Blakehurst 2221? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Blakehurst 2221,2596,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for large-home power loss, storm-exposed outdoor faults, hot outlets, burning smells, safety-switch tripping and unsafe service equipment in Blakehurst, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Georges River,Carlton,2218,/service-areas/st-george-and-bayside/georges-river/carlton/,yes,Electrician Carlton 2218 | Emergency & Level 2,"Evaready helps Carlton with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Carlton 2218,2589,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region. | Urgent help for unit power loss, rental maintenance faults, shop power issues, safety-switch tripping, hot outlets and burning smells in Carlton, with 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Georges River,Carss Park,2221,/service-areas/st-george-and-bayside/georges-river/carss-park/,yes,Electrician Carss Park 2221 | Emergency & Level 2,"Evaready helps Carss Park with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Carss Park 2221,2642,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region. | Urgent help for home power loss, outdoor circuit faults, hot water electrical faults, storm damage, hot outlets and safety-switch tripping in Carss Park, with 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Georges River,Connells Point,2221,/service-areas/st-george-and-bayside/georges-river/connells-point/,yes,Electrician Connells Point 2221 | Emergency & Level 2,"Evaready helps Connells Point with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Connells Point 2221,2692,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for storm-exposed outdoor faults, water-affected outdoor fixtures, home power loss, hot outlets, burning smells and unsafe service equipment in Connells Point, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Georges River,Hurstville,2220,/service-areas/st-george-and-bayside/georges-river/hurstville/,yes,Electrician Hurstville 2220 | Emergency & Level 2,"Evaready Electrical helps with urgent electrical faults, switchboards, lighting, power, CCTV, data cabling and Level 2 enquiries.",Electrician Hurstville 2220,2668,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for apartment power loss, business outages, restaurant or shop circuit faults, hot outlets, burning smells, shared meter-room issues and safety-switch tripping in Hurstville, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
St George & Bayside,Georges River,Hurstville Grove,2220,/service-areas/st-george-and-bayside/georges-river/hurstville-grove/,yes,Electrician Hurstville Grove 2220 | Emergency & Level 2,"Need an electrician in Hurstville Grove? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data.",Electrician Hurstville Grove 2220,2686,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for home power loss, outdoor circuit faults, hot water electrical faults, burning smells, hot outlets and safety-switch tripping in Hurstville Grove, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
